Institutions,Country_by_institution,Outputs,Latitude,Longitude
Usmanu Danfodiyo University,Nigeria,2,13.1265734,5.208389016427937
California State University East Bay,United States,2,37.65552355,-122.05587721694027
Université de Bordeaux,France,2,44.808260000000004,-0.5947906391285662
ESADE Business School,Spain,2,41.39398165,2.114785861328576
Inland Norway University of Applied Sciences,Norway,2,61.425217700000005,11.079908831873325
Østfold University College,Norway,2,59.129329850000005,11.354217716764005
University of Sargodha,Pakistan,2,32.07283725,72.68419284719388
MEF University,Turkey,2,41.1085585,29.0085457735755
Indian Institute of Management Indore,India,2,22.6272741,75.79053366470743
Polytechnique Montreal,Canada,2,45.5045875,-73.612996
Shiga University,Japan,2,47.6691483,-122.31268825000001
Touro College,United States,2,40.7505364,-73.995675
New York University Shanghai,China,2,40.7313519,-74.0004653
O.P. Jindal Global University,India,2,28.9264157,77.0565769
Universidad Autonoma de la Ciudad de Mexico,Mexico,2,19.311886,-99.05749999845752
IRCCS Fondazione Ca'Granda – Ospedale Maggiore Policlinico - Milano,Italy,2,45.45884170000001,9.1949702
Université Paris-Saclay,France,2,48.7118148,2.1734464
Lusófona University,Portugal,2,38.758145400000004,-9.151821957727282
Ho Chi Minh City University of Education,Viet Nam,2,10.85279065,106.77255839168646
American University of Kuwait,Kuwait,2,29.344251999999997,48.08339258839205
Institut Universitari d'Investigació en Atenció Primària Jordi Gol,Spain,2,,
Panteion University of Social and Political Sciences,Greece,2,37.9595266,23.7193918
Berlin Institute of Health,Germany,2,52.520611,13.4018697
ELKH Secreteriat,Hungary,2,,
Universidade Católica de Petrópolis,Brazil,2,-22.50702865,-43.16760477309079
Normandie Université,France,2,49.2086256,-0.3585547
Environmental Defense Fund,United States,2,,
Bloomfield College,United States,2,40.79519845,-74.19382455603869
Federation of American Scientists,United States,2,,
Kyiv School of Economics,Ukraine,2,50.45581145,30.487725923382015
Egerton University,Kenya,1,-0.36856855,35.932295500583024
University of KwaZulu-Natal,South Africa,1,-29.86644265,30.981309910977757
Stellenbosch University,South Africa,1,-33.9326212,18.865055115199628
University of The Free State,South Africa,1,-29.1106677,26.1864764
Sokoine University of Agriculture,Tanzania,1,-6.8530603,37.65695000879735
Edith Cowan University,Australia,1,-31.919281599999998,115.86912150103211
Murdoch University,Australia,1,-32.06741575,115.83460861146293
Federation University Australia,Australia,1,-27.4648813,153.0282355
University of New England,Australia,1,43.4591747,-70.38622144492447
Western Sydney University,Australia,1,-34.065433,150.7932545
Royal North Shore Hospital,Australia,1,-33.82143225,151.19112008421575
University of the Sunshine Coast,Australia,1,-26.7184793,153.0651333458133
Beijing Normal University,China,1,39.959732,116.35973697755406
Central China Normal University,China,1,30.520412200000003,114.35628644756716
East China Normal University,China,1,31.2284923,121.40211388976886
Jinan University,China,1,22.2518247,113.52912551084435
Liaoning Normal University,China,1,38.9152032,121.5591728
Liaoning University,China,1,41.83142775,123.4007625878155
Nanjing Normal University,China,1,32.055056199999996,118.76210047243124
Shenzhen University,China,1,22.53590225,113.93147487492186
Southwest Jiaotong University,China,1,30.6968576,104.0473356
City University of Hong Kong,Hong Kong,1,22.3400204,114.16971664362887
Indian Institute of Technology Kanpur,India,1,26.513188,80.23648433095772
L.V. Prasad Eye Institute India,India,1,17.4247535,78.42757829403297
Fukuoka University,Japan,1,33.54844335,130.36451368460496
Fukushima Medical University,Japan,1,37.6904406,140.46900190006522
Juntendo University,Japan,1,35.702247299999996,139.76029363758
Kobe University,Japan,1,34.72663915,135.23716913881546
Kyushu University,Japan,1,33.67077675,130.44449860821308
RIKEN,Japan,1,47.2760208,7.8491956
Tohoku University,Japan,1,38.25419205,140.84070241993675
Waseda University,Japan,1,35.709179750000004,139.71972128895072
Chukyo University,Japan,1,35.141876550000006,136.96377200418323
Hitotsubashi University,Japan,1,35.693795300000005,139.44392836941262
National Center for Global Health and Medicine,Japan,1,35.7016562,139.716339
Japan Women's University,Japan,1,35.71676885,139.7205791666264
Takeda Pharmaceutical Company Limited,Japan,1,,
Chonnam National University,South Korea,1,35.1769099,126.9068927159905
Ewha Womans University,South Korea,1,37.5643371,126.94689253689391
Korea University,South Korea,1,36.6108905,127.2934246
Pusan National University,South Korea,1,35.234349800000004,129.07840680801058
Seoul National University,South Korea,1,37.46691,126.94771
University of Canterbury,New Zealand,1,-43.5240894,172.58030038078448
Chiang Mai University,Thailand,1,18.80092635,98.95215523032442
National Yang Ming Chiao Tung University,Taiwan,1,22.925322,120.293998
National Sun Yat-sen University,Taiwan,1,22.62800585,120.26622411994393
Taipei Medical University,Taiwan,1,25.025266600000002,121.56146488416101
University of Macau,Macao,1,22.1283648,113.543778397594
Medical University of Vienna,Austria,1,48.2196447,16.3475329
University of Innsbruck,Austria,1,47.26331595,11.384473309954492
University of Salzburg,Austria,1,47.7947829,13.054159709492996
Hasselt University,Belgium,1,50.925558499999994,5.391082565999431
Swiss Federal Institute of Technology Lausanne,Switzerland,1,46.5190557,6.5667576
F. Hoffmann-La Roche AG,Switzerland,1,47.53604505,7.739951640901946
Justus Liebig University Giessen,Germany,1,50.57630295,8.694097864600673
RWTH Aachen University,Germany,1,50.7791657,6.068920935592383
Technical University of Berlin,Germany,1,52.5125322,13.3269446
Technical University of Munich,Germany,1,48.2655696,11.669345610437997
University of Bayreuth,Germany,1,49.9270796,11.587226615128671
TU Dortmund University,Germany,1,51.49148435,7.4122738886856805
Leibniz University Hannover,Germany,1,52.3827497,9.718121247863053
University of Stuttgart,Germany,1,48.7815366,9.1723652
University of Bremen,Germany,1,53.107964550000005,8.855664592828369
Goethe University Frankfurt,Germany,1,50.117466699999994,8.649844440610723
University of Freiburg,Germany,1,47.9935441,7.845949599999999
University of Greifswald,Germany,1,54.08943465,13.404874267720633
University of Kassel,Germany,1,51.3227614,9.5073508
Johannes Gutenberg University Mainz,Germany,1,49.992039649999995,8.237090346042269
University of Oldenburg,Germany,1,53.14677275,8.181610787904518
Leibniz Institute for Neurobiology,Germany,1,52.10184835,11.61099621258592
FernUniversität in Hagen,Germany,1,51.3771294,7.495154028855863
University of Southern Denmark,Denmark,1,55.367853249999996,10.42805340701966
University of Alicante,Spain,1,38.3846639,-0.5139975999999999
University of La Laguna,Spain,1,33.653585,-117.8443823272959
University of Leon,Spain,1,47.1601167,27.595824755362784
University of Santiago de Compostela,Spain,1,42.879405,-8.5454287
University of Seville,Spain,1,32.7593783,-117.1464173
Universidad Rey Juan Carlos,Spain,1,40.33611785,-3.8771203152794294
Pompeu Fabra University,Spain,1,41.4043275,2.1937054
University of Almeria,Spain,1,36.8295765,-2.4047747
University of Navarra,Spain,1,,
Hospital Infantil Universitario Nino Jesus de Madrid,Spain,1,40.41423545,-3.676047797052061
Hospital Universitari Virgen de la Victoria,Spain,1,,
Hospital Universitario de la Princesa,Spain,1,40.4340157,-3.6757531094540887
Aalto University,Finland,1,60.1860789,24.828102074406736
University of Jyväskylä,Finland,1,62.22902785,25.740036905054723
Tampere University,Finland,1,61.4949175,23.781501
University of Turku,Finland,1,60.456073149999995,22.28640967697722
Muséum national d'histoire naturelle,France,1,48.8430823,2.3571721
Université d'Angers,France,1,47.480387050000004,-0.6012189553351314
Université de Bretagne Occidentale,France,1,47.98136985,-4.097525242915112
Université de Tours,France,1,47.407550799999996,0.7022339017183237
Institut national des sciences appliquées de Rennes,France,1,48.1220353,-1.6355526442088502
Université de Bretagne Sud,France,1,47.742003749999995,-3.3844048566298905
Université Paris 8 Vincennes Saint-Denis,France,1,48.9454164,2.3624194
University of Pecs,Hungary,1,46.06729275,18.196511866498255
Bocconi University,Italy,1,45.449883549999996,9.189263625177816
Istituto Superiore di Sanita,Italy,1,41.90522645,12.520222920176906
Marche Polytechnic University,Italy,1,43.6173748,13.5139708
University of Genoa,Italy,1,43.6711967,-79.3907134
University of Pavia,Italy,1,45.186926549999995,9.156876823159685
University of Perugia,Italy,1,49.2622036,-123.2449904
University of Pisa,Italy,1,43.7167235,10.3988593
University of Rome Tor Vergata,Italy,1,41.8514621,12.6292473
Lithuanian University of Health Sciences,Lithuania,1,54.8943049,23.916356589385387
Kaunas University of Technology,Lithuania,1,54.898805249999995,23.91265256983673
SS Cyril and Methodius University in Skopje,North Macedonia,1,42.0000259,21.4442922
Eindhoven University of Technology,Netherlands,1,51.4486602,5.4903995655080475
Centrum voor Wiskunde en Informatica,Netherlands,1,52.3565315,4.9519851
Netherlands Institute for Neuroscience,Netherlands,1,52.2923942,4.9576715
Norwegian University of Science and Technology,Norway,1,63.44802385,10.453639414751784
University of Stavanger,Norway,1,58.9377085,5.6937667
Norwegian School of Economics,Norway,1,60.42293759999999,5.3024087
Stavanger University Hospital,Norway,1,58.952329,5.735548671177741
University of Silesia in Katowice,Poland,1,50.260839250000004,19.029024442109545
University of Wrocław,Poland,1,51.1082768,17.06567801948395
University of Porto,Portugal,1,41.14647685,-8.615669070748732
NOVA University Lisbon,Portugal,1,38.7337401,-9.160384157861287
University of Minho,Portugal,1,41.5599112,-8.3968123
Lomonosov Moscow State University,Russian Federation,1,55.701189,37.527634
Ural Federal University,Russian Federation,1,56.843672,60.650781
Örebro University,Sweden,1,59.25399205,15.24876794426954
University of Maribor,Slovenia,1,46.5592325,15.643293707372823
Comenius University,Slovakia,1,48.149623250000005,17.0708798991884
American University of Sharjah,United Arab Emirates,1,25.310900099999998,55.49185048977678
Hebrew University of Jerusalem,Israel,1,31.7918555,35.244723
University of Haifa,Israel,1,32.7609456,35.020464137606155
Sultan Qaboos University,Oman,1,23.5908857,58.17185419869686
Baskent University,Turkey,1,39.88750145,32.654810525820366
Istanbul University,Turkey,1,41.0132424,28.9637609
Marmara University,Turkey,1,40.9872142,29.052948944965976
Yuzuncu Yil University,Turkey,1,38.5735694,43.290179230498566
Atilim University,Turkey,1,39.814045899999996,32.72595452724267
Mugla Sıtkı Kocman University,Turkey,1,37.03180275,27.355636423865413
Acadia University,Canada,1,45.08824955,-64.36658994820328
Brock University,Canada,1,43.11773545,-79.24985683064051
Memorial University of Newfoundland,Canada,1,47.5732831,-52.7351911
Saint Mary's University Halifax,Canada,1,44.63111455,-63.58013395082786
Université du Québec à Montréal,Canada,1,45.513225250000005,-73.56141109213168
University of Alberta,Canada,1,53.52682,-113.5244937350756
Canterbury District Health Board,New Zealand,1,-43.5350552,172.6295664
University of Costa Rica,Costa Rica,1,9.9356021,-84.0489628
Universidad Autónoma Metropolitana,Mexico,1,19.36207685,-99.07289764077358
American University Washington DC,United States,1,38.93804505,-77.08939223651926
Baylor College of Medicine,United States,1,29.710543899999998,-95.39580790999966
Boston University,United States,1,42.350421499999996,-71.10322831831216
California Institute of Technology,United States,1,34.13701375,-118.12528833668254
Carnegie Mellon University,United States,1,40.444189699999995,-79.94271918393466
Emory University,United States,1,33.80045465,-84.31723780466274
Florida Atlantic University,United States,1,26.119403650000002,-80.14169191096471
Florida State University,United States,1,30.44235995,-84.29747867166262
George Mason University,United States,1,38.83133325,-77.30798838879116
Georgetown University,United States,1,38.90893925,-77.07457962060826
Indiana University-Purdue University Indianapolis,United States,1,39.773929,-86.17626059999999
Kent State University,United States,1,41.144232450000004,-81.33983207322399
Lehigh University,United States,1,40.6068028,-75.3782488
National Oceanic and Atmospheric Administration,United States,1,,
North Carolina State University,United States,1,35.77184965,-78.67408695452633
Northeastern University,United States,1,42.33895455,-71.08805803336392
Northern Arizona University,United States,1,35.1834428,-111.65500037883243
Ohio State University,United States,1,40.00568015,-83.02866123579578
Ohio University,United States,1,39.32417815,-82.10156480977798
Princeton University,United States,1,40.33867515,-74.65836549131683
Rochester Institute of Technology,United States,1,43.0826701,-77.67293215211362
Scripps Research Institute,United States,1,32.8984967,-117.2428803
Seton Hall University,United States,1,40.7433314,-74.246892079833
Stony Brook University,United States,1,40.9090809,-73.12055180275716
Texas Tech University,United States,1,33.59375255,-101.89959552302756
University of Alabama,United States,1,33.21208215,-87.53967345126999
University of California at Riverside,United States,1,33.9737055,-117.3280644
University of Colorado Denver,United States,1,39.7460707,-105.001771
University of Denver,United States,1,39.67831365,-104.96250921815401
University of Florida,United States,1,29.6328837,-82.34901302237435
University of Iowa,United States,1,41.631102350000006,-91.54075201642047
University of Louisville,United States,1,38.21332235,-85.75770751081866
University of Mississippi,United States,1,34.3646125,-89.53963491020966
University of Missouri,United States,1,38.93641465,-92.32970301784542
University of North Carolina at Wilmington,United States,1,34.2249827,-77.86907743744479
University of North Texas,United States,1,33.2098926,-97.15147624977251
University of Southern California,United States,1,34.02186895,-118.285857923125
University of Texas at Dallas,United States,1,32.9875855,-96.74978396047038
University of Wisconsin-Madison,United States,1,43.080274450000005,-89.43095871991434
Villanova University,United States,1,40.0367774,-75.34202332002798
Virginia Commonwealth University,United States,1,37.546124649999996,-77.45406089907547
Virginia Polytechnic Institute and State University,United States,1,37.22192675,-80.42728184013652
Wesleyan University,United States,1,41.5559033,-72.65598837890627
Western Washington University,United States,1,48.734140999999994,-122.4874637564906
Broad Institute,United States,1,42.36815505,-71.0869811371596
Claremont Graduate University,United States,1,34.110385199999996,-117.71758836815268
College of New Jersey,United States,1,40.2686825,-74.7824532
Eli Lilly,United States,1,39.7735119,-85.7972623
Alphabet Inc.,United States,1,,
Merck,United States,1,-34.905470199999996,-58.5986159933218
Novartis USA,United States,1,40.807522199999994,-74.38871760145008
Pace University,United States,1,40.7111164,-74.00480443918846
Pomona College,United States,1,34.0974775,-117.71172754418944
University Northern Colorado,United States,1,40.402850349999994,-104.70172422096674
University of Wisconsin-La Crosse,United States,1,43.8156316,-91.2314610845199
VA Medical Center,United States,1,32.69354375,-96.79285935
Western Carolina University,United States,1,35.3100146,-83.199040215329
Widener University,United States,1,39.8606395,-75.35659321419246
Universidade Federal do Rio Grande,Brazil,1,-5.8377994,-35.20397829326043
Universidade Federal do Paraná,Brazil,1,-23.59844395,-51.673359178875074
Universidad de Concepción,Chile,1,-36.83101365,-73.03468092794185
Universidad Andrés Bello,Chile,1,-33.45092815,-70.6683865846022
Universidad Javeriana,Colombia,1,4.62869815,-74.06364992186965
Universidad Peruana Cayetano Heredia,Peru,1,-12.0912436,-77.05186654930796
Universidad de la República,Uruguay,1,-34.8966381,-56.1402992
Universidad Central de Venezuela,Venezuela,1,10.4901789,-66.89166332272254
Universidad de Tarapacá,Chile,1,-18.4901565,-70.2961677979052
Ulsan National Institute of Science and Technology,South Korea,1,35.57374845,129.18972658449857
University of Tirana,Albania,1,41.316619599999996,19.821735398290045
Izmir Ekonomi University,Turkey,1,38.38846135,27.044597775253408
Italian Institute of Technology,Italy,1,,
Illinois Wesleyan University,United States,1,40.49242715,-88.99042108232373
National Louis University,United States,1,41.8092203,-88.0699037
Kristianstad University,Sweden,1,56.048182249999996,14.145731168939554
Linnaeus University,Sweden,1,56.8546039,14.8303775
Max Planck Institute for Dynamics and Self-Organization,Germany,1,51.560557450000005,9.9678057438
Taibah University,Saudi Arabia,1,24.4855291,39.542807256904446
Umm Al-Qura University,Saudi Arabia,1,21.324832,39.94488207871171
Universidad El Bosque,Colombia,1,4.7107247,-74.03136431847742
University of Deusto,Spain,1,43.3094825,-1.975686363584781
Pere Virgili Health Research Institute,Spain,1,,
Health Sciences Research Institute of the Germans Trias i Pujol Foundation,Spain,1,41.4847854,2.23899
Clalit Health Services,Israel,1,32.1810107,34.8734542
Ariel University,Israel,1,32.104434049999995,35.20527017882178
Universidad Nacional San Antonio Abad del Cusco,Peru,1,-14.7828896,-71.40920438321473
Padjadjaran University,Indonesia,1,-6.9209644,107.77222206555555
Pontificia Universidad Católica del Ecuador,Ecuador,1,-0.2100491,-78.49169901425844
Institute for Basic Science,South Korea,1,36.376859499999995,127.38498512362227
Kadir Has University,Turkey,1,41.0253903,28.9581685
L.N. Gumilyov Eurasian National University,Kazakhstan,1,51.160112600000005,71.46459850472561
Mekelle University,Ethiopia,1,13.484283600000001,39.45544932645444
Bahar Dar University,Ethiopia,1,11.5871163,37.395987
University of Cape Coast Ghana,Ghana,1,5.1182533,-1.2885294978484785
Pontifícia Universidade Católica de São Paulo,Brazil,1,-23.537965049999997,-46.671243728549356
Université de Lorraine,France,1,48.8994042,2.2177085835445625
Universidad Torcuato Di Tella,Argentina,1,-34.5480059,-58.44694390000001
"Universidad Mayor de San Andrés, Bolivia",Bolivia,1,-16.5048959,-68.1300381
Université Paul Sabatier Toulouse III,France,1,43.5642189,1.4665724064187464
Munich University of Applied Sciences,Germany,1,48.154140999999996,11.556248381577515
South Ural State University,Russian Federation,1,55.159598,61.3691501
Birzeit University,Palestine,1,31.96004945,35.18241219332449
Nencki Institute of Experimental Biology of the Polish Academy of Sciences,Poland,1,,
Fraunhofer Institute for Algorithms and Scientific Computing,Germany,1,50.7492469,7.2027425
Bina Nusantara University,Indonesia,1,-6.193888749999999,106.78805589274194
Tyumen State University,Russian Federation,1,57.15940459999999,65.5314344
University of Akureyri,Iceland,1,65.685463,-18.12232
Davidson College,United States,1,35.5032193,-80.83393027613258
Calvin College,United States,1,-24.6662306,30.309564393921306
PepsiCo,United States,1,-25.55853175,-49.30859020852675
"Amazon.com, Inc.",United States,1,,
United States Department of Health and Human Services,United States,1,38.8867787,-77.0166429
Generalitat de Catalunya,Spain,1,41.3828401,2.1767417
Mid-Western Regional Hospital Limerick,Ireland,1,52.634210949999996,-8.6531552318383
Center for Research and Technology - Hellas,Greece,1,40.557815399999996,23.02200487652607
Royal Netherlands Academy of Arts and Sciences,Netherlands,1,,
Furman University,United States,1,34.92577435,-82.4385258125221
Comillas Pontifical University,Spain,1,40.4299678,-3.7115706
Izmir Katip Celebi University,Turkey,1,38.5124922,27.031280777663262
Bartin University,Turkey,1,41.6003972,32.3460611686173
Hasan Kalyoncu University,Turkey,1,37.005847599999996,37.43777689555526
Arla Foods,Denmark,1,62.39226095,17.273056232221933
Perdana University,Malaysia,1,3.1336709999999997,101.49435064121701
Neuroscience Research Australia,Australia,1,-33.920518650000005,151.23816093401246
Uskudar University,Turkey,1,41.0217343,29.0401521
Kenya Marine and Fisheries Research Institute,Kenya,1,-4.0552733,39.6825428
Bielefeld University of Applied Sciences,Germany,1,52.044461600000005,8.492716193047066
École normale supérieure de Rennes,France,1,48.045745499999995,-1.7460711624999998
Jining Medical College,China,1,35.4145899,116.58724
Shippensburg University,United States,1,40.06141305,-77.51948180057373
SGH Warsaw School Of Economics,Poland,1,52.209142549999996,21.00948486904928
Universidad Cooperativa de Colombia,Colombia,1,4.629697,-74.0688241
Kostroma State Technological University,Russian Federation,1,57.7677078,40.9262609
University of Erfurt,Germany,1,50.9909272,11.009547426126073
‎Universidad Camilo José Cela,Spain,1,40.47409505,-3.9397925266804847
Mondelez,United States,1,25.8985869,-100.29095979167433
Islamic University of Gaza,Palestine,1,31.513730350000003,34.43982707426764
IRCCS Fondazione Stella Maris - Calambrone (Pisa),Italy,1,43.6081372,10.292819438194915
TBS Business School,France,1,43.609771499999994,1.4318310048076874
New England College of Optometry,United States,1,42.3518544,-71.0868076
Canadian University Dubai,United Arab Emirates,1,25.2085739,55.2703292
University of Hildesheim,Germany,1,52.1338812,9.9762439
University of Vechta,Germany,1,52.7198937,8.294878739418374
Salamanca Institute for Biomedical Research,Spain,1,40.9701039,-5.663539699999999
Kampala International University,Uganda,1,0.2941955,32.6051148
Tanzania Fisheries Research Institute,Tanzania,1,-6.6663903,39.2133031
Pelita Harapan University,Indonesia,1,-7.3449307,112.7286504
University of Nebraska-Lincoln,United States,1,40.8305567,-96.6697373
Russian Academy of Education,Russian Federation,1,,
Varna University of Management,Bulgaria,1,43.2121185,27.909339543161135
Max Planck Institute for the Science of Human History,Germany,1,50.9178607,11.5785959
Max Planck Institute for Psycholinguistics,Netherlands,1,51.8180444,5.8570196
CSIC-JA-USE - Institute of Biomedicine of Seville,Spain,1,,
University Southern Indiana,United States,1,37.9584686,-87.67420318933398
"St. Mary's University, San Antonio",United States,1,29.45223455,-98.56460747256097
Emerson College,United States,1,51.09990155,0.051608027279563304
Ashland University,United States,1,40.861543049999995,-82.32179849687705
St. Augustine University of Tanzania,Tanzania,1,-2.5987937,32.902713544464774
National Kaohsiung University of Science and Technology,Taiwan,1,22.75424855,120.32909502881029
Vall d'Hebron Research Institute,Spain,1,41.42891505,2.1423647628447666
Lygature,Netherlands,1,52.0879541,5.106838499999999
University of Prishtina “Hasan Prishtina”,Serbia,1,42.65758075,21.16272056356051
IMDEA Food Institute,Spain,1,40.540017,-3.6928244
University of Priština (North Mitrovica),Serbia,1,42.8918547,20.8592433
Ziauddin University,Pakistan,1,24.934015,67.0533746
Vestfold Hospital Trust,Norway,1,59.27233289999999,10.4179078
Libera Università Maria SS. Assunta,Italy,1,41.903211,12.4627837
European Hospital,Italy,1,41.8532753,12.435810031672318
Otemon Gakuin University,Japan,1,34.8477403,135.5590899
University of Economics Ho Chi Minh City,Viet Nam,1,10.783014099999999,106.6948927124691
University of Alaska Southeast,United States,1,58.39233645,-134.64781229447976
Montreal Institute for Learning Algorithms,Canada,1,45.5307147,-73.6135931
Laureate Institute for Brain Research,United States,1,36.06569580000001,-95.91880839999999
"International University of Business, Agriculture and Technology",Bangladesh,1,23.8882699,90.3906595
İbn Haldun University,Turkey,1,41.13821815,28.798735936363958
Ural State Law University,Russian Federation,1,56.8500294,60.6569633
Harrisburg University of Science and Technology,United States,1,40.261938900000004,-76.88034674874413
KAZGUU University,Kazakhstan,1,51.148927,71.3797877
International Institute for Management Development,Switzerland,1,46.51021859999999,6.6207417
Alzheimer Europe,Luxembourg,1,,
University of Wisconsin - Superior,United States,1,46.717808899999994,-92.08842199623356
International Psychoanalytic University Berlin,Germany,1,52.5235779,13.3425475
University of Applied Sciences Mittelhessen,Germany,1,50.5869272,8.683301
Soroka Medical Center,Israel,1,31.260299,34.79805
Milken Family Foundation,United States,1,,
New England Complex Systems Institute,United States,1,42.36816779999999,-71.0975289
College of DuPage,United States,1,41.7491881,-88.17376006390603
Regional Government of Andalusia,Spain,1,37.5442706,-4.7277528
Avila University,United States,1,38.913158499999994,-94.59148623732148
HELP University,Malaysia,1,3.1778799,101.5487763
National Agricultural Research Organisation Uganda,Uganda,1,0.0585178,32.4779422
Boston Children's Hospital,United States,1,42.3373219,-71.1057039092664
Brigham and Women’s Hospital,United States,1,42.3356871,-71.10603595371349
